"playerId","player","team","position","age","exp","bye","points","lower","upper","sdPts","positionRank","dropoff","tier","ptSpread","overallECR","positionECR","sdRank","risk","sleeper","salary"
2552475,"Todd Gurley","LAR","RB",24,3,12,21.4165023951457,20.0325664259364,22.226914920088,0.954401215088179,1,1.35196928899451,1,2.19434849415162,NA,1.1,0.4,2.07474402558269,NA,NA
2558019,"Alvin Kamara","NO","RB",22,1,6,20.6212212664865,19.2229218106996,21.6633635949046,1.4696136867914,2,1.57752222511598,2,2.440441784205,NA,3,0.8,2.41195792520948,NA,NA
2506109,"Ben Roethlisberger","PIT","QB",36,14,7,19.989894772597,18.4770127572016,21.8939923878085,1.36395259303915,1,0.270688925931957,1,3.41697963060686,NA,1.2,0.6,5.60019185090229,NA,NA
2495455,"Cam Newton","CAR","QB",29,7,4,19.8048910804331,18.0606996178718,21.3492139035861,1.60384929444388,2,0.203059495165853,1,3.28851428571429,NA,2.7,1.1,7.18236627927599,NA,NA
310,"Matt Ryan","ATL","QB",33,10,8,19.6335206128971,18.3453739368999,20.9565522855237,1.14750747118313,3,0.0912882417442162,2,2.61117834862386,NA,4.5,2,8.24512341386182,NA,NA
2558063,"Deshaun Watson","HOU","QB",23,1,10,19.5701425576374,16.1048696844993,20.4576225945218,1.69419842165944,4,0.0942737973463927,2,4.35275291002248,NA,6.7,1.3,7.80396107889351,NA,NA
2506121,"Philip Rivers","LAC","QB",37,14,8,19.5143221846683,17.6136,21.4122797016138,2.23367368393185,5,0.23799059848232,2,3.79867970161378,NA,7.8,1.9,10.2082744882158,NA,NA
2552469,"Melvin Gordon","LAC","RB",25,3,8,19.5078449458158,18.22,20.5819301378115,1.03047304379744,3,1.21309258901753,3,2.36193013781153,NA,2.5,0.7,2.32765445030278,NA,NA
2504211,"Tom Brady","NE","QB",41,18,11,19.4374153359136,17.7441563786008,21.1625634500166,1.48850406671846,6,0.462044660874714,2,3.41840707141579,NA,4.4,1.3,7.39052387735617,NA,NA
2506363,"Aaron Rodgers","GB","QB",35,13,7,19.1152478364584,14.1417393689986,20.766182566673,2.15543925126627,7,0.457917988914026,3,6.62444319767442,NA,6.9,2.3,10.931020025821,NA,NA
2506340,"Alex Smith","WAS","QB",34,13,4,18.8354935136194,17.66,19.8132808964875,1.15190986744024,8,0.402943771758736,3,2.15328089648751,NA,13.7,2.2,8.69396881576765,NA,NA
2557997,"Christian McCaffrey","CAR","RB",22,1,4,18.5795531369252,14.9087654320988,19.8322796994863,1.5989716376731,4,1.16652152905537,4,4.92351426738752,NA,5.3,0.6,2.24335097539608,NA,NA
2504775,"Drew Brees","NO","QB",39,17,6,18.4791661814693,15.3618957475995,20.664435457362,1.9131020745922,9,0.252817826380479,4,5.30253970976253,NA,3.9,1.7,9.12394195927322,NA,NA
2558125,"Patrick Mahomes","KC","QB",NA,1,12,18.3859333022521,16.5829218106996,19.6440742042164,1.19570859806656,10,0.599411266105765,4,3.06115239351677,NA,9.7,1.9,8.12200731517277,NA,NA
2543477,"Blake Bortles","JAC","QB",27,4,9,18.0667634079255,16.1993388203018,19.2191063102884,1.22390465207602,11,0.594019039709899,4,3.01976748998665,NA,13,1.2,6.63869154304202,NA,NA
2555224,"Ezekiel Elliott","DAL","RB",23,2,8,18.0099515766714,15.923,19.0924818652102,1.18612032480804,5,1.3412609813228,4,3.16948186521019,NA,3.6,0.8,2.41195792520948,NA,NA
2508061,"Antonio Brown","PIT","WR",30,8,7,17.9893181184591,15.2684459049517,19.1640690520601,1.44073956107913,1,0.655896330231563,1,3.89562314710843,NA,1.3,1,2.57617727915847,NA,NA
2495454,"Julio Jones","ATL","WR",29,7,8,17.7981548757618,12.43,20.2487686955426,2.62649168552947,2,1.13828039779653,1,7.81876869554259,NA,2.2,0.8,2.44768547227049,NA,NA
